kode,uraian,is_priority,uraian_natural
000.8.6.3,akuntabilitas kinerja instansi pemerintah,False,
000.9,penelitian pengkajian dan pengembangan,False,
000.9.1,kebijakan di bidang penelitian pengkajian pengembangan yang dilakukan oleh pemerintah daerah,True,"proposal penelitian pengembangan daerah, permohonan bantuan dana penelitian, laporan kegiatan pengkajian potensi daerah, surat edaran kebijakan penelitian dan pengembangan daerah"
000.9.2,penelitian pengkajian dan pengembangan antara lain rencana kerja administrasi penelitian pelaksanaan hasil penelitian atau pengkajian atau rekomendasi,True,"Rencana Kerja Penelitian Pengembangan, Laporan Hasil Penelitian Pengkajian, Proposal Pengembangan Infrastruktur, Permohonan Rekomendasi Penelitian"
000.9.3,sosialisasi dan desiminasi hasil penelitian hasil pengkajian dan pengembangan,True,"Undangan Sosialisasi Hasil Penelitian, Laporan Sosialisasi Kegiatan Pengembangan, Permohonan Pendanaan untuk Sosialisasi Hasil Penelitian, Berita Acara Sosialisasi dan Desiminasi Hasil Pengkajian"
000.9.4,bimbingan teknis penelitian pengkajian dan pengembangan,True,"proposal penelitian pengembangan daerah, permohonan bantuan teknis penelitian, laporan kegiatan bimbingan teknis, surat undangan pelatihan penelitian dan pengembangan"
000.9.5,forum komunikasi penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,True,"Notulensi Rapat Forum Ilmiah, Undangan Seminar Pengembangan Teknologi, Laporan Hasil Penelitian Pengembangan, Permohonan Bantuan Pengembangan Inovasi"
000.9.6,data dan informasi hasil penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,True,"Laporan Hasil Penelitian Pengembangan Teknologi, Proposal Pengajuan Dana Penelitian, Laporan Kemajuan Proyek Pengembangan Ilmu Pengetahuan, Permohonan Izin Pengujian Teknologi Baru"
000.9.6.1,data,False,
000.9.6.2,statistik,False,
000.9.6.3,jurnal hasil penelitian atau pengkajian,False,
000.9.7,master proceeding atau jurnal penelitian pengembangan dan penerapan ilmu pengetahuan dan teknologi,True,"proposal penelitian pengembangan teknologi pertanian, laporan hasil penelitian penerapan ilmu pengetahuan dan teknologi, permohonan pendanaan untuk pengembangan ilmu pengetahuan, undangan seminar hasil penelitian dan pengembangan ilmu pengetahuan dan teknologi"
000.9.8,hak atas kekayaan intelektual haki,False,
000.9.9,evaluasi pelaksanaan kebijakan,True,"Evaluasi pelaksanaan program pembangunan, laporan kemajuan proyek infrastruktur, analisis dampak kebijakan pemerintah, hasil monitoring dan evaluasi program pemerintah daerah"
000.9.10,seminar lokakarya temukarya workshop,False,
100,pemerintahan,False,
100.1,otonomi daerah,False,
100.1.1,kebijakan di bidang otonomi daerah yang dilakukan oleh pemerintah daerah,False,
100.1.2,penyelenggaraan pemerintah daerah fasilitasi bimbingan pengawasan monitoring dan evaluasi,True,"laporan hasil evaluasi kinerja, permohonan bantuan pengembangan infrastruktur, proposal pendirian pusat pelatihan, laporan kemajuan proyek pembangunan daerah"
100.1.3,penataan daerah pembinaan daerah pemekaran otonomi khusus daerah istimewa dan dewan pertimbangan otonomi daerah fasilitasi monitoring dan evaluasi,True,"Pengajuan pemekaran desa, permohonan otonomi khusus daerah, laporan evaluasi penataan daerah, surat permohonan bantuan pembinaan daerah."
100.1.4,pemilihan kepala daerah dprd dan hubungan antar lembaga fasilitasi monitoring dan evaluasi,True,"Laporan Hasil Pemilihan Kepala Daerah, Permohonan Fasilitasi Pemilihan DPD, Undangan Rapat Koordinasi Antar Lembaga, Laporan Evaluasi Kinerja Kepala Daerah"
100.1.4.1,penyelenggaraan pemilihan umum kepala daerah,True,"Pengumuman Jadwal Pemilihan Umum Kepala Daerah, Surat Pemberitahuan Hasil Pemilihan Umum Kepala Daerah, Laporan Kegiatan Penyelenggaraan Pemilihan Umum Kepala Daerah, Permohonan Bantuan Logistik Pemilihan Umum Kepala Daerah"
100.1.4.2,administrasi kepala daerah dan dprd,False,
100.1.4.3,penyiapan perumusan kebijakan pemberdayaan kapasitas kepala daerah dan dprd di bidang pemerintahan,True,"Penyiapan Rancangan Kebijakan Pemberdayaan Kepala Daerah, Permohonan Bantuan Pelatihan untuk Kepala Daerah, Laporan Hasil Evaluasi Kinerja Dprd, Usulan Pengembangan Kapasitas Aparatur Pemerintahan Daerah"
100.1.4.4,hubungan antar lembaga daerah pemerintah daerah dan dprd,False,
100.1.4.5,assosiasi daerah,False,
100.1.5,otonomi khusus dan daerah istimewa,False,
100.1.6,peningkatan kapasitas dan evaluasi kinerja daerah fasilitasi monitoring dan evaluasi,True,"Laporan Evaluasi Kinerja Daerah, Proposal Peningkatan Kapasitas Aparatur, Permohonan Bantuan Teknis Monitoring, Laporan Hasil Monitoring dan Evaluasi Kinerja Daerah"
100.1.6.1,kinerja penyelenggaraan pemerintahan daerah,True,"laporan kinerja pemerintahan daerah, evaluasi penyelenggaraan pemerintahan kabupaten, analisis kinerja kecamatan, laporan capaian program pemerintah daerah"
100.1.6.2,kemampuan penyelenggaraan otonomi daerah,True,"laporan kemampuan penyelenggaraan otonomi daerah, evaluasi kinerja pemerintah daerah, proposal peningkatan kapasitas aparatur, permohonan bantuan teknis untuk pengembangan daerah"
100.1.6.3,pengembangan kapasitas daerah,True,"proposal pengembangan kapasitas aparatur, laporan kemajuan program peningkatan kapasitas daerah, permohonan bantuan pelatihan pengembangan kapasitas daerah, laporan evaluasi kinerja pemerintah daerah"
100.1.7,lkpj atau lkpjamj dan lppd fasilitasi monitoring dan evaluasi,True,"Laporan Kemajuan Pelaksanaan Pemerintahan Daerah, Evaluasi Kinerja Pemerintah Daerah, Permohonan Fasilitasi Monitoring dan Evaluasi, Laporan Hasil Monitoring dan Evaluasi Kinerja Pemerintah Daerah"
100.2,pemerintahan umum,False,
100.2.1,kebijakan di bidang pemerintahan umum yang dilakukan oleh pemerintah daerah,False,
100.2.2,dekonsentrasi dan kerjasama,False,
100.2.2.1,fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi dekonsentrasi dan tugas pembantuan,True,"Laporan kegiatan pembinaan dan pengawasan, permohonan bantuan dana dekonsentrasi, evaluasi kinerja tugas pembantuan, surat undangan koordinasi pembinaan dan pengawasan dekonsentrasi"
100.2.2.2,fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi tugas gubernur sebagai wakil pemerintah,True,"Laporan kemajuan pembangunan daerah, permohonan bantuan keuangan untuk proyek infrastruktur, evaluasi kinerja pejabat daerah, laporan hasil monitoring dan evaluasi program pemerintah"
100.2.2.3,fasilitasi koordinasi pembinaan dan pengawasan serta monitoring dan evaluasi kerjasama daerah,True,"Laporan kemajuan kerjasama daerah, permohonan bantuan teknis, evaluasi kinerja kerjasama, nota dinas koordinasi pembinaan daerah"
100.2.2.4,fasilitas pelayanan kecamatan,False,
100.2.2.5,fasilitasi pelayanan umum,True,"proposal pengadaan alat kesehatan, permohonan bantuan operasional kecamatan, laporan kegiatan pelayanan kesehatan, permohonan fasilitasi pengembangan infrastruktur desa"
100.2.3,wilayah administrasi dan perbatasan,False,
100.2.3.1,toponimi dan data wilayah,False,
100.2.3.2,pengembangan dan penataan batas antar negara,True,"Pengajuan perubahan batas wilayah, Laporan kemajuan penataan batas antar negara, Permohonan bantuan teknis penentuan batas, Nota kesepahaman penyelesaian sengketa batas wilayah"
100.2.3.3,batas antar daerah wilayah,False,
100.2.3.4,penataan batas wilayah antar kecamatan batas wilayah antar kelurahan satu kecamatan dan batas wilayah kelurahan antar kecamatan,False,
100.2.3.5,pemeliharaan batas wilayah,False,
100.3,hukum,False,
100.3.1,program legislasi,False,
100.3.1.1,bahan atau materi program legislasi daerah,False,
100.3.1.2,program legislasi,False,
100.3.2,rancangan peraturan perundang undangan rancangan peraturan daerah termasuk naskah akademik rancangan awal sampai dengan rancangan akhir dan telaah hukum sampai diundangkan,False,
100.3.3,keputusan atau ketetapan pimpinan pemerintah,False,
100.3.3.1,keputusan atau ketetapan gubernur,False,
100.3.3.2,keputusan atau ketetapan bupati,False,
100.3.3.4,keputusan sekretaris daerah provinsi,False,
100.3.3.5,keputusan sekretaris daerah kabupaten,False,
100.3.4,instruksi atau surat edaran,False,
100.3.4.1,instruksi atau surat edaran provinsi,False,
100.3.4.2,instruksi atau surat edaran kabupaten,False,
100.3.4.3,instruksi atau surat edaran kota,False,
100.3.4.4,instruksi surat edaran setingkat penentu kebijakan pengawas dan penegak hukum,False,
100.3.5,surat perintah,False,
100.3.5.1,surat perintah gubernur,False,
100.3.5.2,surat perintah bupati,False,
100.3.5.4,surat perintah setingkat penentu kebijakan pengawas dan penegak hukum,False,
100.3.6,standar atau pedoman atau prosedur kerja atau petunjuk pelaksanaan atau petunjuk teknis,False,
100.3.7,nota kesepakatan atau memorandum of understanding mou atau kontrak atau perjanjian kerja sama,False,
100.3.7.1,dalam negeri,False,
100.3.7.2,luar negeri,False,
100.3.8,dokumentasi hukum antara lain undang undang peraturan pemerintah keputusan presiden dan peraturan peraturan yang dijadikan referensi,False,
100.3.9,sosialisasi atau penyuluhan atau pembinaan hukum,True,"Undangan Sosialisasi Hukum, Laporan Kegiatan Penyuluhan Hukum, Proposal Pembinaan Hukum Masyarakat, Berita Acara Sosialisasi Peraturan Daerah"
100.3.10,bantuan atau konsultasi hukum atau advokasi pemberian bantuan hukum konsultasi hukum pidana perdata tata usaha negara dan agama,False,
100.3.11,kasus atau sengketa hukum,False,
100.3.11.1,pidana kasus atau sengketa pidana baik kejahatan maupun pelanggaran,False,
100.3.11.2,perdata kasus atau sengketa perdata,False,
100.3.11.3,tata usaha negara,False,
100.3.11.4,perburuhan,False,
100.3.11.5,arbitrase,False,
100.3.11.6,sengketa adat,False,
100.3.12,perizinan,False,
100.3.13,hak atas kekayaan intelektual haki,False,
100.3.13.1,hak cipta,False,
100.3.13.2,hak paten,False,
100.3.13.3,hak desain industri,False,
100.3.13.4,hak rahasia dagang,False,
100.3.13.5,hak merk,False,
100.3.14,permohonan haki yang ditolak,False,
200,politik,False,
200.1,kesatuan bangsa dan politik,False,
200.1.1,kebijakan di bidang kesatuan bangsa dan politik yang dilakukan oleh pemerintah daerah,False,
200.1.2,bina ideologi dan wawasan kebangsaan,True,"Penyampaian Materi Wawasan Kebangsaan, Permohonan Pendanaan untuk Kegiatan Bina Ideologi, Laporan Kegiatan Sosialisasi Pancasila, Pengajuan Rencana Pelatihan Wawasan Kebangsaan bagi Aparatur Pemerintah"
200.1.2.1,ketahanan ideologi negara,False,
200.1.2.2,wawasan kebangsaan,False,
200.1.2.3,bela negara,False,
200.1.2.4,nilai nilai sejarah kebangsaan,False,
200.1.2.5,pembauran dan kewarganegaraan,False,
200.1.3,kewaspadaan nasional,False,
200.1.3.1,fasilitasi dan evaluasi kewaspadaan dini dan kerjasama intelijen keamanan,True,"Laporan Evaluasi Kewaspadaan Dini, Permohonan Kerjasama Intelijen Keamanan, Nota Dinaskan Kewaspadaan Nasional, Berita Acara Pertemuan Koordinasi Intelijen Daerah"
200.1.3.2,fasilitasi bina masyarakat perbatasan antar negara dan kehidupan masyarakat perbatasan,True,"proposal bantuan pembangunan infrastruktur perbatasan, laporan kegiatan sosialisasi kesadaran nasional, permohonan dana untuk kegiatan kemasyarakatan perbatasan, laporan kondisi kehidupan masyarakat perbatasan"
200.1.3.3,fasilitasi dan evaluasi penanganan konflik pemerintahan,True,"Laporan penanganan konflik kepentingan, evaluasi program kewaspadaan nasional, permohonan bantuan penyelesaian konflik, laporan kemajuan fasilitasi penanganan konflik pemerintahan"
200.1.3.4,fasilitasi dan laporan penanganan konflik sosial,True,"Laporan Penanganan Konflik Sosial, Permohonan Fasilitasi Penyelesaian Konflik, Nota Pengajuan Bantuan untuk Korban Konflik, Laporan Kegiatan Mediasi Konflik Antar Warga"
200.1.3.5,fasilitasi pengawasan orang asing dan lembaga asing,True,"Laporan kegiatan pengawasan orang asing, permohonan izin tinggal orang asing, laporan kegiatan lembaga asing, permohonan perpanjangan izin lembaga asing"
200.1.4,ketahanan seni budaya adat agama dan kemasyarakatan,False,
200.1.4.1,ketahanan seni,False,
200.1.4.2,ketahanan budaya,False,
200.1.4.3,agama dan kepercayaan,False,
200.1.4.4,organisasi kemasyarakatan,False,
200.1.4.5,masalah sosial kemasyarakatan,False,
200.1.4.6,fasilitasi,True,"Permohonan bantuan fasilitasi kegiatan seni budaya, Surat undangan festival adat istiadat, Laporan kegiatan kemasyarakatan, Permohonan izin pelaksanaan kegiatan kemasyarakatan"
200.1.4.7,pelaksanaan identifikasi dan kompilasi organisasi masyarakat,False,
200.1.4.8,laporan hasil kerjasama kegiatan dengan ormas atau lnl,False,
200.1.4.9,evaluasi aktifitas ormas sanksi administrasi,True,"Evaluasi Kegiatan Ormas, Sanksi Administrasi terhadap Ormas, Laporan Pelanggaran Ormas, Permohonan Rekomendasi untuk Ormas"
200.1.4.10,fasilitasi sengketa ormas,True,"Permohonan fasilitasi penyelesaian sengketa antar ormas, laporan kemajuan fasilitasi sengketa ormas, surat permohonan bantuan penyelesaian konflik ormas, notifikasi hasil mediasi sengketa ormas"
200.1.4.11,fasilitasi ormas,True,"Permohonan bantuan dana untuk kegiatan ormas, Surat pengajuan izin kegiatan kemasyarakatan, Laporan kegiatan sosialisasi ormas, Permohonan fasilitas untuk kegiatan seni budaya daerah"
200.1.5,politik dalam negeri,False,
200.1.5.1,implementasi kebijakan politik,False,
200.1.5.2,fasilitasi kelembagaan politik pemerintahan,True,"Permohonan bantuan dana untuk kegiatan pemerintahan, laporan kegiatan fasilitasi kelembagaan politik, surat undangan rapat koordinasi pemerintahan, permohonan penambahan personil kelembagaan pemerintahan"
200.1.5.3,fasilitasi kelembagaan partai politik,True,"Permohonan bantuan dana untuk kegiatan partai politik, Surat undangan pertemuan dengan partai politik, Laporan kegiatan partai politik, Permohonan izin penggunaan fasilitas untuk kegiatan partai politik"
200.1.5.4,verifikasi dan evaluasi partai politik yang memperoleh kursi,True,"Verifikasi Dokumen Partai Politik, Evaluasi Kinerja Partai Politik, Permohonan Verifikasi Partai Politik, Laporan Hasil Evaluasi Partai Politik"
200.1.5.5,partai politik yang tidak memperoleh kursi,False,
200.1.5.6,pemerintah daerah,False,
200.1.5.7,database parpol,False,
200.1.5.8,pendidikan budaya politik,False,
200.1.5.9,pemilihan umum,False,
200.1.6,ketahanan ekonomi,False,
200.1.6.1,ketahanan sumber daya alam dan perekonomian kesenjangan,False,
200.1.6.2,ketahanan perdagangan investasi fiskal dan moneter,False,
200.1.6.3,perilaku perekonomian masyarakat,False,
200.1.6.4,ketahanan lembaga sosial ekonomi,False,
200.2,pemilu,False,
200.2.1,kebijakan di bidang pemilu yang dilakukan oleh pemerintah daerah,False,
200.2.2,pemutakhiran dan penyusunan daftar pemilih,False,
200.2.2.1,daftar penduduk potensial pemilih dp4 pemilu,False,
200.2.2.2,daftar pemilih sementara dps,False,
200.2.2.3,daftar pemilih tambahan,False,
200.2.2.4,keputusan kpu tentang daftar pemilih tetap dpt,False,
200.2.2.5,rekapitulasi daftar pemilih tetap dpt,False,
200.2.3,pendaftaran dan verifikasi peserta pemilu,False,
200.2.3.1,dokumen pendaftaran peserta pemilu dari partai politik,False,
200.2.3.2,dokumen hasil verifikasi administrasi dan faktual partai politik,False,
200.2.3.3,dokumen pendaftaran peserta pemilu dari calon perseorangan,False,
200.2.3.4,dokumen hasil verifikasi administrasi dan faktual,False,
200.2.4,penetapan peserta pemilu,False,
200.2.4.1,penetapan daerah pemilihan dan jumlah kursi anggota,False,
200.2.4.2,keputusan kpu tentang penetapan daerah pemilihan dan jumlah kursi anggota dpr,False,
200.2.4.3,keputusan kpu tentang penetapan daerah pemilihan dan jumlah kursi anggota dpr,False,
200.2.4.4,keputusan kpu tentang penetapan daerah pemilihan dan jumlah kursi anggota dprd kabupaten atau kota,False,
200.2.4.5,peta daerah pemilihan,False,
200.2.5,pencalonan pemilu,False,
200.2.5.1,petunjuk teknis pencalonan,False,
200.2.5.2,surat pencalonan pendaftaran,False,
200.2.5.3,daftar bakal calon,False,
200.2.5.4,dokumen persyaratan masing masing bakal calon,False,
200.2.5.5,dokumen verifikasi administrasi,False,
200.2.5.6,daftar calon sementara dan calon tetap,False,
200.2.6,kampanye pemilu,False,
200.2.6.1,keputusan kpu tentang penetapan jadwal kampanye,False,
200.2.6.2,nama juru kampanye atau pelaksana kampanye,False,
200.2.6.3,peringatan tertulis atau penghentian kegiatan kampanye,False,
200.2.7,dana kampanye,False,
200.2.7.1,pedoman audit dana kampanye,False,
200.2.7.2,laporan dana kampanye peserta pemilu,False,
200.2.7.3,laporan hasil audit dana kampanye,False,
200.2.8,pemungutan dan penghitungan suara,False,
200.2.8.1,keputusan kpu tentang desain dan spesifikasi surat suara,False,
200.2.8.2,master surat suara,False,
200.2.8.3,surat suara yang terpakai,False,
200.2.8.4,surat suara tidak terpakai rusak salah dan tidak digunakan,False,
200.2.8.5,formulir pemilu di pemerintah daerah,False,
200.2.9,penetapan hasil pemilu,False,
200.2.10,perselisihan hasil pemilu,False,
200.2.10.1,surat-surat mengenai perselisihan hasil pemilu,False,
200.2.10.2,jawaban dan kesimpulan termohon,False,
200.2.10.3,salinan putusan lembaga peradilan,False,
300,keamanan dan ketertiban,False,
300.1,satuan polisi pamong praja,False,
